Product_URL,Product_Image_URL,Product_Tagging,Product_Name,Product_Description,Original_Price,Discount_Price,Sizes_Available,Vouchers,Available_Colors,Color_Shown,Style_Code,Rating_Score,Review_Count
https://www.nike.com/ph/t/free-metcon-6-workout-shoes-5L4dkH/FJ7127-010,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e41d4454-eda3-464f-89cf-f83eb38eea8c/NIKE+FREE+METCON+6.png",Standard,Nike Free Metcon 6,+1,"₱6,895","₱4,827",5-12,20% off,5 Colours,Black,NK9631-747,3.7,255
https://www.nike.com/ph/t/free-metcon-6-workout-shoes-5L4dkH/FJ7127-010,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e41d4454-eda3-464f-89cf-f83eb38eea8c/NIKE+FREE+METCON+6.png",Standard,Nike Free Metcon 6,+1,"₱6,895","₱4,827",6-13,20% off,4 Colours,Black/White,NK9260-358,3.5,568
https://www.nike.com/ph/t/offcourt-easyon-slides-HDQWc9/FD4109-001,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c9ee9824-9a1b-4859-8d4c-4c24c5af942d/NIKE+OFFCOURT+EASYON+SLIDE.png",Standard,Nike Offcourt EasyOn,Nike Offcourt EasyOn,"₱2,195","₱1,537",6-13,20% off,4 Colours,White,NK1890-889,3.7,502
https://www.nike.com/ph/t/offcourt-easyon-slides-HDQWc9/FD4109-001,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c9ee9824-9a1b-4859-8d4c-4c24c5af942d/NIKE+OFFCOURT+EASYON+SLIDE.png",Standard,Nike Offcourt EasyOn,Nike Offcourt EasyOn,"₱2,195","₱1,537",6-14,,4 Colours,Black,NK6203-423,3.6,749
https://www.nike.com/ph/t/sportswear-futura-365-cross-body-bag-dMg0TV/CW9300-016,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5c2c7217-179b-46be-860c-d84180720b39/W+NSW+FUTURA+365+CROSSBODY.png",Standard,Nike Sportswear,Recycled Materials,"₱1,195",₱956,6-14,,5 Colours,Black/White,NK4879-260,4.8,351
https://www.nike.com/ph/t/sportswear-futura-365-cross-body-bag-dMg0TV/CW9300-016,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5c2c7217-179b-46be-860c-d84180720b39/W+NSW+FUTURA+365+CROSSBODY.png",Standard,Nike Sportswear,Recycled Materials,"₱1,195",₱956,6-14,,2 Colours,Blue,NK8738-987,4.2,175
https://www.nike.com/ph/t/calm-flip-flops-n6vxnB/FD4115-001,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/e598ee00-5894-4347-b49a-0161dbe82c86/W+NIKE+CALM+FLIP+FLOP.png,Standard,Nike Calm,Nike Calm,"₱2,595","₱1,427",6-14,10% off,5 Colours,Black,NK5669-643,4.4,534
https://www.nike.com/ph/t/calm-flip-flops-n6vxnB/FD4115-001,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/e598ee00-5894-4347-b49a-0161dbe82c86/W+NIKE+CALM+FLIP+FLOP.png,Standard,Nike Calm,Nike Calm,"₱2,595","₱1,427",5-13,10% off,5 Colours,Black/White,NK1172-692,4.5,746
https://www.nike.com/ph/t/shox-tl-shoes-with-reflective-design-accents-niXFsJBb/IH4466-095,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/a88e2bef-3526-4287-b8fc-245126b31838/NIKE+SHOX+TL+PRINT.png",Standard,Nike Shox TL,Nike Shox TL,"₱10,295","₱6,177",6-14,,3 Colours,Red,NK8159-837,4.3,727
https://www.nike.com/ph/t/shox-tl-shoes-with-reflective-design-accents-niXFsJBb/IH4466-095,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/a88e2bef-3526-4287-b8fc-245126b31838/NIKE+SHOX+TL+PRINT.png",Standard,Nike Shox TL,Nike Shox TL,"₱10,295","₱6,177",5-13,,2 Colours,White,NK3645-339,3.7,346
https://www.nike.com/ph/t/vapor-lite-3-hard-court-tennis-shoes-LnRs0q/FZ2156-109,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/7761e37e-2683-444a-8e71-2051c17d54b8/W+VAPOR+LITE+3+HC.png",Standard,Nike Vapor Lite 3,Nike Vapor Lite 3,"₱4,495","₱4,045.50",5-12,15% off,2 Colours,Black,NK8985-393,4.7,141
https://www.nike.com/ph/t/vapor-lite-3-hard-court-tennis-shoes-LnRs0q/FZ2156-109,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/7761e37e-2683-444a-8e71-2051c17d54b8/W+VAPOR+LITE+3+HC.png",Standard,Nike Vapor Lite 3,Nike Vapor Lite 3,"₱4,495","₱4,045.50",7-14,,1 Colours,Black,NK9461-937,3.7,608
https://www.nike.com/ph/t/book-1-scorpion-ep-basketball-shoes-EJLzmj7y/IM7616-001,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/6299901e-5699-487e-8ee5-1e653b6c46d2/BOOK+1+HALLOWEEN+EP.png",Standard,"Book 1 ""Scorpion"" EP","Book 1 ""Scorpion"" EP","₱8,595","₱7,736",6-13,,2 Colours,Black/White,NK4129-508,3.6,80
https://www.nike.com/ph/t/book-1-scorpion-ep-basketball-shoes-EJLzmj7y/IM7616-001,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/6299901e-5699-487e-8ee5-1e653b6c46d2/BOOK+1+HALLOWEEN+EP.png",Standard,"Book 1 ""Scorpion"" EP","Book 1 ""Scorpion"" EP","₱8,595","₱7,736",6-14,,2 Colours,Blue,NK5469-314,3.9,517
https://www.nike.com/ph/t/journey-run-road-running-shoes-N1vP09/FJ7765-115,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5b2e9cd1-a2d0-40f4-816e-c8daf6e2a2ad/W+NIKE+JOURNEY+RUN.png",Standard,Nike Journey Run,+2,"₱4,995","₱2,997",6-14,15% off,2 Colours,Blue,NK6000-608,3.8,178
https://www.nike.com/ph/t/journey-run-road-running-shoes-N1vP09/FJ7765-115,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5b2e9cd1-a2d0-40f4-816e-c8daf6e2a2ad/W+NIKE+JOURNEY+RUN.png",Standard,Nike Journey Run,+2,"₱4,995","₱2,997",7-14,10% off,3 Colours,Black,NK1850-401,4.5,385
https://www.nike.com/ph/t/everyday-crew-basketball-socks-t6mW9X/DA2123-100,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/d2a09438-62c2-4092-9f57-b698d8017f92/U+NK+ED+CREW+BBALL+3PR+144.png",Standard,Nike Everyday Crew,Nike Everyday Crew,₱945,₱850.50,7-14,15% off,2 Colours,White,NK3356-150,3.5,601
https://www.nike.com/ph/t/everyday-crew-basketball-socks-t6mW9X/DA2123-100,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/d2a09438-62c2-4092-9f57-b698d8017f92/U+NK+ED+CREW+BBALL+3PR+144.png",Standard,Nike Everyday Crew,Nike Everyday Crew,₱945,₱850.50,6-13,10% off,1 Colours,Black,NK6542-844,4.4,582
https://www.nike.com/ph/t/air-jordan-1-mid-shoes-SQf7DM/DQ8426-102,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/ab8d8bb7-536e-43af-8f49-5d86c370b7a2/AIR+JORDAN+1+MID.png",Standard,Air Jordan 1 Mid,Air Jordan 1 Mid,"₱7,095","₱4,257",5-11,,1 Colours,Black/White,NK7012-149,4.2,445
https://www.nike.com/ph/t/air-jordan-1-mid-shoes-SQf7DM/DQ8426-102,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/ab8d8bb7-536e-43af-8f49-5d86c370b7a2/AIR+JORDAN+1+MID.png",Standard,Air Jordan 1 Mid,Air Jordan 1 Mid,"₱7,095","₱4,257",6-14,,4 Colours,Multi-Color,NK8699-402,3.9,51
https://www.nike.com/ph/t/vaporfly-4-road-racing-shoes-PTwDtp/HF6414-600,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/aa5e57af-f852-49ea-ada9-dc0ae07eae0d/ZOOMX+VAPORFLY+NEXT%25+4.png",Standard,Nike Vaporfly 4,Nike Vaporfly 4,"₱13,295","₱7,312",5-12,15% off,5 Colours,Black/White,NK2641-946,4.2,263
https://www.nike.com/ph/t/vaporfly-4-road-racing-shoes-PTwDtp/HF6414-600,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/aa5e57af-f852-49ea-ada9-dc0ae07eae0d/ZOOMX+VAPORFLY+NEXT%25+4.png",Standard,Nike Vaporfly 4,Nike Vaporfly 4,"₱13,295","₱7,312",5-12,20% off,1 Colours,White,NK3465-534,3.8,573
https://www.nike.com/ph/t/reactx-rejuven8-slides-N6DL7c/HV4479-001,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/43a25253-02a8-41a7-a0a7-10e30574ba46/NIKE+REACTX+REJUVEN8+SLIDE.png",Standard,Nike ReactX Rejuven8,+1,"₱3,295","₱2,965.50",5-11,20% off,4 Colours,Blue,NK6522-770,4.4,337
https://www.nike.com/ph/t/reactx-rejuven8-slides-N6DL7c/HV4479-001,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/43a25253-02a8-41a7-a0a7-10e30574ba46/NIKE+REACTX+REJUVEN8+SLIDE.png",Standard,Nike ReactX Rejuven8,+1,"₱3,295","₱2,965.50",7-14,20% off,1 Colours,White,NK8372-746,4.2,614
https://www.nike.com/ph/t/air-jordan-1-retro-high-og-pro-green-shoes-fTHb42/FD2596-101,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e90ccffa-5cde-4a15-8eb1-490519e16aa1/WMNS+AIR+JORDAN+1+RETRO+HI+OG.png",Standard,Air Jordan 1 Retro High OG 'Pro Green',Air Jordan 1 Retro High OG 'Pro Green',"₱9,895","₱8,905.50",5-11,,3 Colours,Black/White,NK7325-788,4.5,674
https://www.nike.com/ph/t/air-jordan-1-retro-high-og-pro-green-shoes-fTHb42/FD2596-101,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e90ccffa-5cde-4a15-8eb1-490519e16aa1/WMNS+AIR+JORDAN+1+RETRO+HI+OG.png",Standard,Air Jordan 1 Retro High OG 'Pro Green',Air Jordan 1 Retro High OG 'Pro Green',"₱9,895","₱8,905.50",7-14,15% off,3 Colours,Black,NK6491-457,4.1,314
https://www.nike.com/ph/t/air-jordan-40-pf-basketball-shoes-jJIHTmH6/HM9932-601,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/3fa59785-9409-4218-bf7e-504eb8f3f62d/AIR+JORDAN+40+PF.png",Standard,Air Jordan 40 PF,Air Jordan 40 PF,"₱11,495","₱9,196",6-14,,1 Colours,Black,NK1783-962,4.3,738
https://www.nike.com/ph/t/air-jordan-40-pf-basketball-shoes-jJIHTmH6/HM9932-601,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/3fa59785-9409-4218-bf7e-504eb8f3f62d/AIR+JORDAN+40+PF.png",Standard,Air Jordan 40 PF,Air Jordan 40 PF,"₱11,495","₱9,196",7-14,15% off,1 Colours,Multi-Color,NK3166-573,4.4,229
https://www.nike.com/ph/t/zoom-vomero-5-shoes-YpRF0Zla/II6236-500,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/750bf50b-91eb-44cb-8639-2eae26b3c358/W+NIKE+ZOOM+VOMERO+5.png",Standard,Nike Zoom Vomero 5,Nike Zoom Vomero 5,"₱9,395","₱8,455.50",5-11,15% off,3 Colours,Blue,NK5060-646,4.7,303
https://www.nike.com/ph/t/zoom-vomero-5-shoes-YpRF0Zla/II6236-500,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/750bf50b-91eb-44cb-8639-2eae26b3c358/W+NIKE+ZOOM+VOMERO+5.png",Standard,Nike Zoom Vomero 5,Nike Zoom Vomero 5,"₱9,395","₱8,455.50",5-12,,5 Colours,Black/White,NK4724-218,4.4,156
https://www.nike.com/ph/t/cortez-leather-shoes-svdKM9/DN1791-116,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/6ec5a807-a340-4cfd-9e22-2bfff535c058/W+NIKE+CORTEZ.png",Standard,Nike Cortez Leather,+2,"₱4,695","₱3,756",7-14,,1 Colours,Blue,NK3704-879,4.2,217
https://www.nike.com/ph/t/cortez-leather-shoes-svdKM9/DN1791-116,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/6ec5a807-a340-4cfd-9e22-2bfff535c058/W+NIKE+CORTEZ.png",Standard,Nike Cortez Leather,+2,"₱4,695","₱3,756",5-13,15% off,4 Colours,Black/White,NK9189-828,4.3,647
https://www.nike.com/ph/t/sb-dunk-low-pro-skate-shoes-q1Rmcf/HF3704-100,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/59d384f5-81e0-4f6f-b59a-320ec6029ea8/NIKE+SB+DUNK+LOW+PRO.png",Standard,Nike SB Dunk Low Pro,Nike SB Dunk Low Pro,"₱6,195","₱5,575.50",5-13,10% off,3 Colours,Red,NK2017-797,4.0,443
https://www.nike.com/ph/t/sb-dunk-low-pro-skate-shoes-q1Rmcf/HF3704-100,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/59d384f5-81e0-4f6f-b59a-320ec6029ea8/NIKE+SB+DUNK+LOW+PRO.png",Standard,Nike SB Dunk Low Pro,Nike SB Dunk Low Pro,"₱6,195","₱5,575.50",6-14,15% off,3 Colours,Multi-Color,NK8718-360,3.7,174
https://www.nike.com/ph/t/air-jordan-9-retro-boots-0T5tLEGQ/AR4491-025,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/sniaeqcmb8ovyrf2hgib/AIR+JORDAN+9+RETRO+BOOT+NRG.png",Standard,Air Jordan 9 Retro,Air Jordan 9 Retro,"₱12,595","₱11,335.50",6-13,20% off,3 Colours,White,NK9236-767,4.4,602
https://www.nike.com/ph/t/air-jordan-9-retro-boots-0T5tLEGQ/AR4491-025,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/sniaeqcmb8ovyrf2hgib/AIR+JORDAN+9+RETRO+BOOT+NRG.png",Standard,Air Jordan 9 Retro,Air Jordan 9 Retro,"₱12,595","₱11,335.50",5-12,15% off,3 Colours,Black,NK6673-404,3.9,544
https://www.nike.com/ph/t/court-borough-low-recraft-younger-shoes-bbnBNv/HM6298-480,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/ec8d5887-fa76-4468-a7fe-1c892f80db9a/COURT+BOROUGH+LOW+RECRAFT+%28PS%29.png",Standard,Nike Court Borough Low Recraft,Recycled Materials,"₱2,395","₱1,916",5-11,15% off,5 Colours,Black/White,NK3999-417,4.5,85
https://www.nike.com/ph/t/court-borough-low-recraft-younger-shoes-bbnBNv/HM6298-480,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/ec8d5887-fa76-4468-a7fe-1c892f80db9a/COURT+BOROUGH+LOW+RECRAFT+%28PS%29.png",Standard,Nike Court Borough Low Recraft,Recycled Materials,"₱2,395","₱1,916",7-14,10% off,1 Colours,Red,NK6352-648,3.6,418
https://www.nike.com/ph/t/kawa-se-slides-rzwtLNzz/IF3657-100,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/faa4185f-55ad-4725-9e3d-5bf0c5a5148b/NIKE+KAWA+SLIDE+SE+%28TD%29.png",Standard,Nike Kawa SE,Nike Kawa SE,"₱1,495","₱1,345.50",5-12,15% off,5 Colours,Blue,NK6690-660,4.4,58
https://www.nike.com/ph/t/kawa-se-slides-rzwtLNzz/IF3657-100,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/faa4185f-55ad-4725-9e3d-5bf0c5a5148b/NIKE+KAWA+SLIDE+SE+%28TD%29.png",Standard,Nike Kawa SE,Nike Kawa SE,"₱1,495","₱1,345.50",7-14,,2 Colours,Blue,NK9452-734,3.8,223
https://www.nike.com/ph/t/sb-logo-skate-t-shirt-LBBxZV/DC7818-010,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/025985b3-ac5c-494c-af03-ab01aa7c8f58/AS+M+NK+SB+TEE+LOGO+LBR.png,Standard,Nike SB,Nike SB,"₱1,295",₱907,5-13,10% off,1 Colours,Red,NK4385-352,3.5,704
https://www.nike.com/ph/t/sb-logo-skate-t-shirt-LBBxZV/DC7818-010,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/025985b3-ac5c-494c-af03-ab01aa7c8f58/AS+M+NK+SB+TEE+LOGO+LBR.png,Standard,Nike SB,Nike SB,"₱1,295",₱907,7-14,,2 Colours,Blue,NK5055-752,4.1,452
https://www.nike.com/ph/t/sabrina-3-me-vs-me-ep-basketball-shoes-oSbSxnZK/IQ5083-102,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/8f4a29dd-bcb9-459d-92f4-db131eaa9f79/SABRINA+3+MVM+EP.png",Standard,Sabrina 3 'Me vs. Me' EP,Sabrina 3 'Me vs. Me' EP,"₱7,595","₱6,835.50",6-13,,1 Colours,White,NK9301-614,3.7,552
https://www.nike.com/ph/t/sabrina-3-me-vs-me-ep-basketball-shoes-oSbSxnZK/IQ5083-102,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/8f4a29dd-bcb9-459d-92f4-db131eaa9f79/SABRINA+3+MVM+EP.png",Standard,Sabrina 3 'Me vs. Me' EP,Sabrina 3 'Me vs. Me' EP,"₱7,595","₱6,835.50",5-13,10% off,1 Colours,Black,NK8055-929,4.4,122
https://www.nike.com/ph/t/air-jordan-1-low-se-shoes-uUrduB2M/IO7448-400,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/8d15fcf6-f175-4406-8635-7901235d6e22/AIR+JORDAN+1+LOW+SE.png",Standard,Air Jordan 1 Low SE,Air Jordan 1 Low SE,"₱7,295","₱6,565.50",5-11,10% off,4 Colours,Red,NK2721-690,4.0,184
https://www.nike.com/ph/t/air-jordan-1-low-se-shoes-uUrduB2M/IO7448-400,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/8d15fcf6-f175-4406-8635-7901235d6e22/AIR+JORDAN+1+LOW+SE.png",Standard,Air Jordan 1 Low SE,Air Jordan 1 Low SE,"₱7,295","₱6,565.50",7-14,,2 Colours,Multi-Color,NK9766-905,4.1,501
https://www.nike.com/ph/t/air-force-1-07-shoes-WrLlWX/CW2288-111,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e6da41fa-1be4-4ce5-b89c-22be4f1f02d4/AIR+FORCE+1+%2707.png",Standard,Nike Air Force 1 '07,Nike Air Force 1 '07,"₱5,895","₱5,305.50",5-12,,5 Colours,Red,NK5022-866,4.2,252
https://www.nike.com/ph/t/air-force-1-07-shoes-WrLlWX/CW2288-111,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e6da41fa-1be4-4ce5-b89c-22be4f1f02d4/AIR+FORCE+1+%2707.png",Standard,Nike Air Force 1 '07,Nike Air Force 1 '07,"₱5,895","₱5,305.50",6-14,15% off,5 Colours,Red,NK2077-282,4.8,552
https://www.nike.com/ph/t/alphafly-3-road-racing-shoes-C4VXTw/FD8315-101,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/2438e5ee-bf39-406b-9415-425ccaafc515/W+AIR+ZOOM+ALPHAFLY+NEXT%25+3.png",Standard,Nike Alphafly 3,+3,"₱14,495","₱7,972",6-14,10% off,4 Colours,White,NK6930-881,4.8,646
https://www.nike.com/ph/t/alphafly-3-road-racing-shoes-C4VXTw/FD8315-101,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/2438e5ee-bf39-406b-9415-425ccaafc515/W+AIR+ZOOM+ALPHAFLY+NEXT%25+3.png",Standard,Nike Alphafly 3,+3,"₱14,495","₱7,972",5-13,20% off,4 Colours,Black,NK5454-852,4.4,642
https://www.nike.com/ph/t/air-force-1-07-shoes-0XGfD7/FJ4146-123,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/6c35db26-fde3-47b7-a28a-be855b5e1d37/AIR+FORCE+1+%2707.png",Standard,Nike Air Force 1 '07,Nike Air Force 1 '07,"₱6,195","₱5,575.50",6-14,10% off,3 Colours,Black/White,NK8794-337,4.3,322
https://www.nike.com/ph/t/air-force-1-07-shoes-0XGfD7/FJ4146-123,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/6c35db26-fde3-47b7-a28a-be855b5e1d37/AIR+FORCE+1+%2707.png",Standard,Nike Air Force 1 '07,Nike Air Force 1 '07,"₱6,195","₱5,575.50",5-13,15% off,2 Colours,Black,NK8364-137,4.0,770
https://www.nike.com/ph/t/p-6000-shoes-QcQbpx/CD6404-028,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/aa8d2a20-bc56-4ff6-8c4b-6b448084e54a/NIKE+P-6000.png",Standard,Nike P-6000,Nike P-6000,"₱4,995","₱4,495.50",5-13,15% off,1 Colours,Black/White,NK8198-307,4.3,303
https://www.nike.com/ph/t/p-6000-shoes-QcQbpx/CD6404-028,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/aa8d2a20-bc56-4ff6-8c4b-6b448084e54a/NIKE+P-6000.png",Standard,Nike P-6000,Nike P-6000,"₱4,995","₱4,495.50",7-14,20% off,4 Colours,Multi-Color,NK1108-731,4.9,106
